imgurl,name,course,cuisine,keyword,summary,ingredients,nutritions,Times
https://recipe52.com/wp-content/uploads/2023/05/spring-roll-18-300x300.jpg,Chicken Egg Roll,Snack,Indo-Chinese,Chicken Egg Roll,Make these delicious chicken egg roll and satisfy your Chinese food craving! They are freezer friendly and get ready in just 40 minutes. ,"['boneless chicken ', 'chicken stock', 'chili sauce', 'vinegar', 'black pepper', 'soy sauce', 'dark soy sauce', 'chili flakes', 'oil', 'minced garlic', 'cabbage ', 'capsicum', 'carrot', 'cooked noodles', 'green onions', 'sugar', 'plain flour or atta', 'egg roll wrapper', 'Oil']","{'Calories': '198 kcal', 'Carbohydrates': '13 g', 'Protein': '8 g', 'Fat': '13 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '8 g', 'Trans Fat': '0.05 g', 'Cholesterol': '17 mg', 'Sodium': '238 mg', 'Potassium': '164 mg', 'Fiber': '1 g', 'Sugar': '1 g', 'Vitamin A': '1055 IU', 'Vitamin C': '7 mg', 'Calcium': '16 mg', 'Iron': '1 mg'}","{'PrepTime': '10 minutes', 'CookTime': '20 minutes', 'Foldingtime': '10 minutes'}"
https://recipe52.com/wp-content/uploads/2022/04/chicken-haleem-2-1-360x360.jpg,Chicken Haleem Recipe,Main Course,"Indian, Pakistani","Chicken Haleem recipe, khichra haleem","Haleem is nutritious whole grain meal, with goodness of grains, lentils and meat. It tastes best with an array of garnish and chat masala.","['whole wheat or broken wheat', 'barley', 'red lentil', 'yellow lentil', 'Bengal gram', 'rice', 'green chilli paste', 'ginger paste', 'garlic paste', 'boneless chicken', 'yogurt', 'red chili powder', 'Haleem spice mix', 'turmeric powder', 'salt', 'oil', 'onions', 'chicken stock', 'oil', 'chopped garlic', 'cumin seeds', 'mint leaves', 'Fried onions', 'Ginger ', 'Mint leaves', 'Chat masala', 'Medium sized green chillies']","{'Calories': '334 kcal', 'Carbohydrates': '31 g', 'Protein': '18 g', 'Fat': '16 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '9 g', 'Trans Fat': '1 g', 'Cholesterol': '33 mg', 'Sodium': '342 mg', 'Potassium': '400 mg', 'Fiber': '7 g', 'Sugar': '1 g', 'Vitamin A': '100 IU', 'Vitamin C': '3 mg', 'Calcium': '42 mg', 'Iron': '2 mg'}","{'PrepTime': '2 hours', 'CookTime': '2 hours'}"
https://recipe52.com/wp-content/uploads/2022/03/chicken-handi-10-300x300.jpg,Chicken Handi,Main Course,"Indian, Pakistani",Chicken handi,"Many versions of chicken handi as evolved, this is the basic chicken handi recipe that can be used to make more flavors. ","['chicken', 'cornflour', 'black pepper powder', ' salt', 'oil', 'onion', 'green chilli paste', 'ginger garlic paste', 'tomatoes', 'coriander powder', 'cumin powder', 'turmeric powder', 'Garam masala', 'Kashmiri chili powder or paprika powder', 'red chili powder', 'yogurt', 'butter', 'dried fenugreek leaves', 'cream ']","{'Calories': '374 kcal', 'Carbohydrates': '12 g', 'Protein': '14 g', 'Fat': '30 g', 'Saturated Fat': '8 g', 'Polyunsaturated Fat': '6 g', 'Monounsaturated Fat': '15 g', 'Trans Fat': '1 g', 'Cholesterol': '67 mg', 'Sodium': '231 mg', 'Potassium': '476 mg', 'Fiber': '2 g', 'Sugar': '6 g', 'Vitamin A': '1054 IU', 'Vitamin C': '17 mg', 'Calcium': '93 mg', 'Iron': '2 mg'}","{'PrepTime': '5 minutes', 'CookTime': '35 minutes'}"
https://recipe52.com/wp-content/uploads/2022/04/white-chicken-korma-2-300x300.jpg,Chicken Korma Recipe (Pakistani),Main Course,Pakistani,chicken korma,A delicious and rich korma recipe that is full of desi flavors. It has the same authentic Pakistani taste that is perfected with repeated testing. Fail-Proof recipe with clear instructions.,"['skinless chicken pieces', 'oil', 'onions', 'cashew', 'yogurt', 'cloves', 'green cardamom', 'cumin seeds', 'pepper corns', 'cinnamon stick', 'black cardamom', 'bay leaf', 'green chili paste', 'garlic paste', 'ginger paste', 'coriander powder', 'red chilli powder', 'Kashmiri chili powder', 'turmeric powder', 'salt ', 'kewra water', 'water']","{'Calories': '400 kcal', 'Carbohydrates': '13 g', 'Protein': '25 g', 'Fat': '28 g', 'Saturated Fat': '4 g', 'Polyunsaturated Fat': '7 g', 'Monounsaturated Fat': '16 g', 'Trans Fat': '1 g', 'Cholesterol': '76 mg', 'Sodium': '358 mg', 'Potassium': '485 mg', 'Fiber': '3 g', 'Sugar': '5 g', 'Vitamin A': '289 IU', 'Vitamin C': '9 mg', 'Calcium': '119 mg', 'Iron': '2 mg'}","{'PrepTime': '5 minutes', 'CookTime': '35 minutes'}"
https://recipe52.com/wp-content/uploads/2023/02/Chicken-lettuce-wraps-6-300x300.jpg,Spicy Chicken Lettuce Wraps,Dinner Recipes,World,Chicken Lettuce Wrap,"Make this impressive yet easy chicken lettuce wraps in less than 40 minutes. Also, get make-ahead tips to make it the perfect party snack. This is so satisfying!","[' boneless chicken', '\ufeffcorn flour', 'egg', 'pepper', '\ufeffsalt or to taste', '\ufeffsoy sauce', 'oil', '\ufeffred chili crushed', 'garlic', 'capsicum', 'onion', 'tomato ketchup', '\ufeffchicken stock', 'tomato paste', 'honey', 'soy sauce', 'Salt ', 'Oil', 'ramen (instant noodle)', 'Green onions']","{'Calories': '165 kcal', 'Carbohydrates': '15 g', 'Protein': '14 g', 'Fat': '6 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '3 g', 'Trans Fat': '0.02 g', 'Cholesterol': '57 mg', 'Sodium': '608 mg', 'Potassium': '355 mg', 'Fiber': '1 g', 'Sugar': '9 g', 'Vitamin A': '477 IU', 'Vitamin C': '15 mg', 'Calcium': '15 mg', 'Iron': '1 mg'}","{'PrepTime': '20 minutes', 'CookTime': '20 minutes'}"
https://recipe52.com/wp-content/uploads/2019/08/Chicken-Nihari-Recipe-instagram-500x500.jpg,Chicken Nihari Recipe,Dinner Recipes,"Indian, Pakistani",Chicken Nihari Recipe,Give your family a spicy curry treat. Serve with lots of lemon juice and ginger.,"['oil', 'chopped onion', 'Nihari Masala', 'ginger garlic paste', 'green chilli paste', 'skinless chicken', 'water ', 'wheat flour', 'plain yogurt', 'ghee ', 'chilli powder', 'ginger', 'Fresh coriander', 'lemon wedges']","{'Calories': '446 kcal', 'Carbohydrates': '12 g', 'Protein': '29 g', 'Fat': '31 g', 'Saturated Fat': '8 g', 'Polyunsaturated Fat': '7 g', 'Monounsaturated Fat': '15 g', 'Trans Fat': '1 g', 'Cholesterol': '111 mg', 'Sodium': '129 mg', 'Potassium': '382 mg', 'Fiber': '1 g', 'Sugar': '2 g', 'Vitamin A': '173 IU', 'Vitamin C': '13 mg', 'Calcium': '63 mg', 'Iron': '2 mg'}","{'PrepTime': '7 minutes', 'CookTime': '25 minutes'}"
https://recipe52.com/wp-content/uploads/2022/04/ground-chicken-nuggets-10-300x300.jpg,Homemade Chicken Nuggets with Ground Chicken,Snack,World,ground chicken nugget,Easy to make and good to eat nuggets. And you can freeze them too.,"['bread', 'milk', 'ground chicken', 'onion powder', 'garlic powder', 'chicken powder', 'lemon juice', 'salt ', 'pepper', ' eggs', 'bread crumb', 'Oil']","{'Calories': '139 kcal', 'Carbohydrates': '13 g', 'Protein': '7 g', 'Fat': '6 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '3 g', 'Trans Fat': '1 g', 'Cholesterol': '40 mg', 'Sodium': '243 mg', 'Potassium': '180 mg', 'Fiber': '1 g', 'Sugar': '1 g', 'Vitamin A': '32 IU', 'Vitamin C': '1 mg', 'Calcium': '41 mg', 'Iron': '1 mg'}","{'PrepTime': '30 minutes', 'CookTime': '8 minutes'}"
https://recipe52.com/wp-content/uploads/2023/10/Chicken-Pakora-2-1-360x360.jpg,Chicken Pakora,"Appetizer, Iftar, Side Dish, Snack",Indian,chicken pakora,"Enjoy succulent chicken bites fried in a crispy gram flour batter. These chicken pakora are subtly sweet and aromatic, and they're ready in just 30 minutes!","['skinless boneless chicken', 'baking powder', 'gram flour', 'rice flour', 'onions', 'ginger garlic paste', 'red chili flakes', 'dried fenugreek leaves', 'cumin powder', 'coriander powder', 'lemon juice ', 'salt', ' cilantro', 'turmeric powder', 'green chili paste', 'sliced green chilies ', 'water', 'oil']","{'Calories': '439 kcal', 'Carbohydrates': '22 g', 'Protein': '26 g', 'Fat': '27 g', 'Saturated Fat': '2 g', 'Polyunsaturated Fat': '7 g', 'Monounsaturated Fat': '15 g', 'Trans Fat': '0.1 g', 'Cholesterol': '64 mg', 'Sodium': '633 mg', 'Potassium': '598 mg', 'Fiber': '3 g', 'Sugar': '3 g', 'Vitamin A': '232 IU', 'Vitamin C': '5 mg', 'Calcium': '42 mg', 'Iron': '2 mg'}","{'PrepTime': '15 minutes', 'CookTime': '15 minutes'}"
https://recipe52.com/wp-content/uploads/2023/05/Chicken-samosa-16-300x300.jpg,Chicken Samosa,Appetizer,"Indian, Pakistani","chicken, samosa","A crispy, golden chicken samosa filled with flavorful spiced stuffing is a perfect way to satisfy your hunger. With store-bought spring roll wrappers, you can actually make these in just 40 minutes.","['ground chicken', 'ginger paste', 'garlic paste', 'lemon juice', 'green chilli paste or adjust to taste', 'oil or butter', 'red chilli flakes', 'black pepper', 'garam masala', 'cumin powder', 'coriander powder', 'salt', 'cilantro', 'finely chopped onion', 'chopped green chillies', 'Samosa Patti', 'wheat flour', 'Oil']","{'Calories': '132 kcal', 'Carbohydrates': '3 g', 'Protein': '5 g', 'Fat': '11 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '3 g', 'Monounsaturated Fat': '7 g', 'Trans Fat': '0.1 g', 'Cholesterol': '24 mg', 'Sodium': '171 mg', 'Potassium': '189 mg', 'Fiber': '1 g', 'Sugar': '1 g', 'Vitamin A': '55 IU', 'Vitamin C': '3 mg', 'Calcium': '10 mg', 'Iron': '0.5 mg'}","{'PrepTime': '10 minutes', 'CookTime': '10 minutes', 'Foldingtime': '20 minutes'}"
https://recipe52.com/wp-content/uploads/2022/09/Walnut-brownie-2-360x360.jpg,Walnut Brownie Recipe,Dessert,American,"chocolate fudge brownie, walnut brownies",The brownie tastes amazingly gooey when warm and scrumptiously fudgy when cold with a chewy side and a fudgy center with a nutty crunch.,"['bitter sweet chocolate ', 'unsalted butter', 'powdered white sugar', 'brown sugar, loosely packed', 'egg', 'cocoa powder', 'all purpose flour', 'walnuts']","{'Calories': '272 kcal', 'Carbohydrates': '31 g', 'Protein': '2 g', 'Fat': '16 g', 'Saturated Fat': '8 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '4 g', 'Trans Fat': '0.4 g', 'Cholesterol': '55 mg', 'Sodium': '17 mg', 'Potassium': '102 mg', 'Fiber': '1 g', 'Sugar': '29 g', 'Vitamin A': '327 IU', 'Vitamin C': '0.05 mg', 'Calcium': '26 mg', 'Iron': '1 mg'}","{'PrepTime': '10 minutes', 'CookTime': '40 minutes'}"
https://recipe52.com/wp-content/uploads/2022/10/cinnamon-tea-8-300x300.jpg,Cinnamon Spice Tea Recipe,Drinks,World,"cinammon, tea",Soothing and relaxing cinnamon spice tea recipe that could be enjoyed hot or cold.,"['water', 'cinnamon sticks', 'honey', 'cardamoms', 'dried orange peels', 'freshly grated ginger', 'whole cloves', 'black tea', ' green tea', 'lemon juice', 'orange juice']","{'Calories': '83 kcal', 'Carbohydrates': '22 g', 'Protein': '1 g', 'Fat': '0.3 g', 'Saturated Fat': '0.03 g', 'Polyunsaturated Fat': '0.03 g', 'Monounsaturated Fat': '0.04 g', 'Sodium': '20 mg', 'Potassium': '82 mg', 'Fiber': '1 g', 'Sugar': '18 g', 'Vitamin A': '19 IU', 'Vitamin C': '6 mg', 'Calcium': '34 mg', 'Iron': '1 mg'}","{'PrepTime': '4 minutes', 'CookTime': '7 minutes'}"
https://recipe52.com/wp-content/uploads/2023/12/Coconut-balls-13-300x300.jpg,Coconut Balls Recipe (with Condensed Milk),Dessert,World,coconut ball recipe,These balls are super easy to make and stay good at room temperature. Use best quality coconut and chocolate for best taste.,"['desiccated coconut', 'condensed milk\xa0', ' milk chocolate']","{'Calories': '155 kcal', 'Carbohydrates': '11 g', 'Protein': '2 g', 'Fat': '13 g', 'Saturated Fat': '10 g', 'Polyunsaturated Fat': '0.2 g', 'Monounsaturated Fat': '1 g', 'Cholesterol': '2 mg', 'Sodium': '15 mg', 'Potassium': '125 mg', 'Fiber': '3 g', 'Sugar': '8 g', 'Vitamin A': '17 IU', 'Vitamin C': '0.4 mg', 'Calcium': '23 mg', 'Iron': '1 mg'}","{'PrepTime': '5 minutes', 'RollingandCoating': '40 minutes'}"
https://recipe52.com/wp-content/uploads/2024/09/coffee-Ice-Cream-5-300x300.jpg,Coffee Ice Cream Recipe,Dessert,World,"coffee ice cream, homemade, no churn, no machine, with chocolate, with condensed milk, without eggs, without ice cream maker","Enjoy this rich, toasty coffee ice cream, which is super creamy and rich and tastes divine!","[' dulce de leche', 'hot milk', 'instant coffee', 'granulated sugar', 'hot water', 'heavy whipping cream']","{'Calories': '150 kcal', 'Carbohydrates': '4 g', 'Protein': '1 g', 'Fat': '15 g', 'Saturated Fat': '9 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '4 g', 'Cholesterol': '46 mg', 'Sodium': '14 mg', 'Potassium': '85 mg', 'Sugar': '3 g', 'Vitamin A': '594 IU', 'Vitamin C': '0.2 mg', 'Calcium': '36 mg', 'Iron': '0.1 mg'}","{'PrepTime': '15 minutes', 'freezingtime': '4 hours'}"
https://recipe52.com/wp-content/uploads/2022/05/Keema-naan-3-360x360.jpg,Date Balls Recipe,energy snack,World,"coconut ball recipe, date ball","These gooey, chewy date coconut balls are healthy snacks that boost energy levels at their best. And it tastes so delicious that even the kids cannot resist these bite-sized snacks.","['dates', 'almonds ', 'desiccated or shredded coconut', 'cocoa powder', 'pink salt', 'butter']","{'Calories': '44 kcal', 'Carbohydrates': '8 g', 'Protein': '1 g', 'Fat': '1 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '1 g', 'Trans Fat': '1 g', 'Cholesterol': '1 mg', 'Sodium': '1 mg', 'Potassium': '90 mg', 'Fiber': '1 g', 'Sugar': '6 g', 'Vitamin A': '2 IU', 'Vitamin C': '1 mg', 'Calcium': '11 mg', 'Iron': '1 mg'}","{'PrepTime': '10 minutes', 'CookTime': '5 minutes', 'Rollingtime': '10 minutes'}"
https://recipe52.com/wp-content/uploads/2019/05/Dates-roll-recipe-1-of-1-200x200.jpg,Date Roll,"energy snack, sweet","Indian, Pakistani, World",date roll recipe,This date roll is so tasty and nutritious. They make a great pre workout snack as well welcoming sweet for guests.,"['almond', 'cashew', 'pistachio', 'walnuts', 'sesame seeds', 'pitted dates', 'butter or ghee ', 'raisins', 'cardamom powder']","{'Calories': '56 kcal', 'Carbohydrates': '9 g', 'Protein': '1 g', 'Fat': '2 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '1 g', 'Trans Fat': '1 g', 'Sodium': '3 mg', 'Potassium': '105 mg', 'Fiber': '1 g', 'Sugar': '7 g', 'Vitamin A': '25 IU', 'Vitamin C': '1 mg', 'Calcium': '17 mg', 'Iron': '1 mg'}","{'PrepTime': '15 minutes', 'CookTime': '7 minutes'}"
https://recipe52.com/wp-content/uploads/2018/06/Dried-dates-dessert-wm-500x500.jpg,Bohra Kharak Recipe (Kharik),Dessert,Bohra Recipes,kharik recipe,This is the best recipe for delicious kharak but it requires some patience and time to cook. The soft melting kharak that comes as a result is all worth it. Serve chilled! A true taste of traditional genius.,"['dried dates', 'milk', 'water', 'milk powder', 'condensed milk', 'powdered nuts', 'green cardamom powder', 'crushed almonds', 'crushed pistachio']","{'Calories': '43 kcal', 'Carbohydrates': '7 g', 'Protein': '1 g', 'Fat': '1 g', 'Saturated Fat': '1 g', 'Cholesterol': '3 mg', 'Sodium': '10 mg', 'Potassium': '87 mg', 'Fiber': '1 g', 'Sugar': '6 g', 'Vitamin A': '32 IU', 'Vitamin C': '1 mg', 'Calcium': '29 mg', 'Iron': '1 mg'}","{'PrepTime': '30 minutes', 'CookTime': '4 hours', 'SoakingTime': '8 hours'}"
https://recipe52.com/wp-content/uploads/2019/01/dried-Date-Pudding-1-of-1-2-500x500.jpg,Dried Dates Pudding Recipe,Dessert,"Bohra Cuisine, Indian, Pakistani, World",Dried dates pudding recipe,"The pudding set really well, enjoy moist and delicious taste of dried dates in this pudding. Delicious and nutritious.","['dried dates', ' milk', 'egg', 'can sweetened condensed milk', 'cream', 'chocolate syrup', 'walnut or almond']","{'Calories': '240 kcal', 'Carbohydrates': '26 g', 'Protein': '7 g', 'Fat': '13 g', 'Saturated Fat': '7 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '4 g', 'Trans Fat': '0.01 g', 'Cholesterol': '115 mg', 'Sodium': '79 mg', 'Potassium': '327 mg', 'Fiber': '2 g', 'Sugar': '22 g', 'Vitamin A': '552 IU', 'Vitamin C': '0.2 mg', 'Calcium': '142 mg', 'Iron': '1 mg'}","{'PrepTime': '15 minutes', 'CookTime': '40 minutes', 'Soakingtime': '12 hours'}"
https://recipe52.com/wp-content/uploads/2021/08/dulce-deleche-mousse-17-360x360.jpg,Dulce De Leche Mousse,Dessert,World,Dulce de Leche Mousse,"For this dessert, we rely upon caramel flavor to shine in the mousse. The flavor tastes best when dessert is chilled. (The dessert does not freeze rock hard in the freezer. It gets an ice cream-like texture upon freezing.)","['pack caramel biscuits like Biscoff', 'butter', 'dulce de leche ', 'whipping cream, chilled', 'egg whites', 'gelatin crystals', 'vanilla or caramel essence', 'salted caramel sauce']","{'Calories': '282 kcal', 'Carbohydrates': '26 g', 'Protein': '5 g', 'Fat': '18 g', 'Saturated Fat': '10 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '5 g', 'Cholesterol': '58 mg', 'Sodium': '181 mg', 'Potassium': '89 mg', 'Fiber': '1 g', 'Sugar': '8 g', 'Vitamin A': '630 IU', 'Vitamin C': '1 mg', 'Calcium': '45 mg', 'Iron': '1 mg'}","{'PrepTime': '20 minutes', 'CookTime': '5 hours'}"
https://recipe52.com/wp-content/uploads/2022/03/dum-ka-keema-13_1-300x300.jpg,Dum Ka Keema,Dinner Recipes,"Hyderabadi, Pakistani",dum ka keema,Make this delicious dum Keema with just 20 minutes of cook time. Serve it with Paratha or with lip-smacking rice and chutney plater.,"['ground meat', 'yogurt', 'green chili paste', 'raw papaya paste', 'ginger garlic paste', 'red chili flakes', 'coriander powder', 'cumin powder', 'garam masala', 'red chili powder', 'Kashmiri chili', 'black pepper', 'black cumin', 'salt', 'oil', 'ghee', 'onions', 'gram flour', 'piece of charcoal', 'ginger', 'mint leaves', 'Butter']","{'Calories': '424 kcal', 'Carbohydrates': '11 g', 'Protein': '3 g', 'Fat': '42 g', 'Saturated Fat': '10 g', 'Polyunsaturated Fat': '8 g', 'Monounsaturated Fat': '22 g', 'Trans Fat': '1 g', 'Cholesterol': '37 mg', 'Sodium': '499 mg', 'Potassium': '244 mg', 'Fiber': '2 g', 'Sugar': '5 g', 'Vitamin A': '372 IU', 'Vitamin C': '5 mg', 'Calcium': '108 mg', 'Iron': '1 mg'}","{'PrepTime': '10 minutes', 'CookTime': '20 minutes'}"
https://recipe52.com/wp-content/uploads/2018/04/Eggplant-fries-2-500x500.jpg,Eggplant Fries Recipe,"Appetizer, Snack",World,Fried Eggplant Fries,"Delicious, guilt-free, crispiest eggplant fries in the air fryer in just 25 minutes. The traditional deep-fried method is also included.","[' eggplant', 'water', 'milk', 'salt', 'flour', 'chicken powder', 'dry basil leaves', 'eggs', ' salt', ' pepper', 'bread crumbs', 'Oil']","{'Calories': '358 kcal', 'Carbohydrates': '42 g', 'Protein': '11 g', 'Fat': '16 g', 'Saturated Fat': '2 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '8 g', 'Trans Fat': '0.1 g', 'Cholesterol': '95 mg', 'Sodium': '788 mg', 'Potassium': '162 mg', 'Fiber': '2 g', 'Sugar': '4 g', 'Vitamin A': '161 IU', 'Vitamin C': '0.02 mg', 'Calcium': '118 mg', 'Iron': '3 mg'}","{'PrepTime': '15 minutes', 'CookTime': '10 minutes'}"
https://recipe52.com/wp-content/uploads/2018/01/gajar-halwa-1-500x500.jpg,Gajar Ka Halwa,Dessert,"Indian, Pakistani","gajar ka halwa, gajar ka halwa with khoya","Serve it warm halwa topped with fresh nut and more khoya. ( In pictorial, I made double of this recipe, this recipe can easily be doubled or tripled.)","['carrot', 'ghee', 'cardamom powder', 'milk', 'sugar ', 'khoya', 'raisin', 'mixed nuts ']","{'Calories': '457 kcal', 'Carbohydrates': '41 g', 'Protein': '12 g', 'Fat': '29 g', 'Saturated Fat': '17 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '9 g', 'Trans Fat': '1 g', 'Cholesterol': '47 mg', 'Sodium': '220 mg', 'Potassium': '384 mg', 'Fiber': '3 g', 'Sugar': '20 g', 'Vitamin A': '16969 IU', 'Vitamin C': '7 mg', 'Calcium': '414 mg', 'Iron': '1 mg'}","{'PrepTime': '10 minutes', 'CookTime': '45 minutes'}"
https://recipe52.com/wp-content/uploads/2023/01/Gol-papdi-6-300x300.jpg,Gol Papdi,energy snack,"Bohra Cuisine, Gujrati",gol papdi,Crack that secret that makes the gol papdi firm yet soft with just 30 minutes of cooking time and all the tips to get it right. ,"['ghee', 'mixed nuts ', 'gond katira', 'semolina', 'wheat flour', 'cardamom powder', ' saffron ', 'jaggery']","{'Calories': '288 kcal', 'Carbohydrates': '35 g', 'Protein': '3 g', 'Fat': '15 g', 'Saturated Fat': '9 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '4 g', 'Cholesterol': '38 mg', 'Sodium': '1 mg', 'Potassium': '31 mg', 'Fiber': '1 g', 'Sugar': '17 g', 'Vitamin C': '0.1 mg', 'Calcium': '10 mg', 'Iron': '1 mg'}","{'PrepTime': '10 minutes', 'CookTime': '20 minutes'}"
https://recipe52.com/wp-content/uploads/2021/09/Grapes-Jam-8-360x360.jpg,Grape Jam,Butters and Jams,World,"grape jam, no pectin jam",This recipe is a charm as it is a super simple and easy-to-follow recipe and makes absolutely delicious jam. It tastes so good and needs just three pantry ingredients.,"['grapes ', 'sugar ', 'lemon juice', 'grapes']","{'Calories': '53 kcal', 'Carbohydrates': '14 g', 'Protein': '1 g', 'Fat': '1 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '1 g', 'Sodium': '1 mg', 'Potassium': '69 mg', 'Fiber': '1 g', 'Sugar': '13 g', 'Vitamin A': '24 IU', 'Vitamin C': '2 mg', 'Calcium': '4 mg', 'Iron': '1 mg'}","{'PrepTime': '20 minutes', 'CookTime': '45 minutes'}"
https://recipe52.com/wp-content/uploads/2016/10/Green-Chutney-4-360x360.jpg,Green Chutney,"Condiment, dip, Sauce","Indian, Pakistani",Green Chutney Recipe,"This is a basic green chutney recipe, in the notes section you can see all variations for making a sandwich, dosa or soma chutney.","['mint leaves', 'cilantro leaves', 'yogurt', 'coconut', 'lemon juice', 'garlic', 'green chili paste', 'sugar', 'roasted cumin seeds', 'salt ', 'yogurt']","{'Calories': '14 kcal', 'Carbohydrates': '1 g', 'Protein': '1 g', 'Fat': '1 g', 'Saturated Fat': '0.4 g', 'Polyunsaturated Fat': '0.03 g', 'Monounsaturated Fat': '0.2 g', 'Cholesterol': '2 mg', 'Sodium': '102 mg', 'Potassium': '42 mg', 'Fiber': '0.2 g', 'Sugar': '1 g', 'Vitamin A': '136 IU', 'Vitamin C': '1 mg', 'Calcium': '25 mg', 'Iron': '0.2 mg'}","{'PrepTime': '10 minutes', 'Blendingtime': '5 minutes'}"
https://recipe52.com/wp-content/uploads/2022/04/paya-recipe-14-300x300.jpg,Mutton Paya,Main Course,Bohra Recipes,Green Masala paya,Try this very easy traditional and lightly spiced mutton paya recipe. A true delight for people who enjoy the subtle taste of lamb trotter and without tons of spices.,"['oil or ghee', ' onions, ', 'green chilli paste', 'ginger garlic paste', 'turmeric', 'cumin', 'coriander powder', 'cloves', 'pepper corns', 'trotters of goat', 'water', 'wheat flour', 'fresh coriander,', 'freshly grounded black pepper']","{'Calories': '177 kcal', 'Carbohydrates': '6 g', 'Protein': '1 g', 'Fat': '17 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '3 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '1 g', 'Sodium': '17 mg', 'Potassium': '71 mg', 'Fiber': '1 g', 'Sugar': '1 g', 'Vitamin A': '40 IU', 'Vitamin C': '2 mg', 'Calcium': '23 mg', 'Iron': '1 mg'}","{'PrepTime': '10 minutes', 'CookTime': '2 hours'}"
https://recipe52.com/wp-content/uploads/2021/12/guava-jam-square-300x300.jpg,Guava Jam,Butters and Jams,"Indian, Jamaican, Mexican, World","Guava jam, mango preserve, Marmalade",Catch all sweet and flowery tropical aromas and flavors in a guava jam jar. Try this easy-to-follow recipe with just three ingredients without pectin.,"['guava', 'water', 'sugar', 'lemon juice ', 'cinnamon', 'cardamom', 'saffron']","{'Calories': '47 kcal', 'Carbohydrates': '11 g', 'Protein': '1 g', 'Fat': '1 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '1 g', 'Sodium': '1 mg', 'Potassium': '89 mg', 'Fiber': '1 g', 'Sugar': '10 g', 'Vitamin A': '130 IU', 'Vitamin C': '48 mg', 'Calcium': '5 mg', 'Iron': '1 mg'}","{'PrepTime': '10 minutes', 'CookTime': '1 hour'}"
https://recipe52.com/wp-content/uploads/2023/09/Haleem-1-3-360x360.jpg,Haleem Recipe,Dinner Recipes,"Hyderabadi, Indian, Pakistani","beef haleem recipe, haleem recipe","A warm bowl of Beef Haleem with fried onions, lemon wedges, mint, and chat masala can win anyone’s heart.","['whole wheat kernels', 'barley', 'rice', 'red lentil', 'yellow lentil', 'bengal gram', 'green chilli', 'ginger', 'garlic paste', 'salt', 'oil', 'large onion', 'haleem masala', 'boneless beef', 'water', 'oil', 'chopped ginger', 'chopped garlic', 'cumin seeds', 'round button chilles', 'medium onions', 'ginger', 'mint leaves', 'chat masala', 'green chillies']","{'Calories': '374 kcal', 'Carbohydrates': '35 g', 'Protein': '19 g', 'Fat': '18 g', 'Saturated Fat': '4 g', 'Polyunsaturated Fat': '3 g', 'Monounsaturated Fat': '9 g', 'Trans Fat': '0.04 g', 'Cholesterol': '37 mg', 'Sodium': '205 mg', 'Potassium': '471 mg', 'Fiber': '7 g', 'Sugar': '3 g', 'Vitamin A': '30 IU', 'Vitamin C': '6 mg', 'Calcium': '56 mg', 'Iron': '3 mg'}","{'PrepTime': '10 minutes', 'CookTime': '1 hour', 'Soakingtime(nonactive)': '4 hours'}"
